0.223743,3.09232e+07
0.249451,3.28663e+07
0.291287,3.06974e+07
0.35543,1.83012e+07
0.455294,1.32009e+07
0.662377,4.13124e+06
0.970364,1.56606e+06
1.37306,1.0567e+06
1.86791,982794
2.65534,1.845e+06
3.4014,1.95338e+06
4.189,1.32315e+06
4.79073,1.02065e+06
5.75174,442141
6.74754,114895
7.41911,17930.9
8.80488,2304.87
9.65883,383.488
11.0719,59.7791
12.5747,25.936
18.6791,9.82794
28.0699,8.55054
42.4757,13.2264
69.6973,21.7615
161.078,59.1598
327.019,124.973
606.617,218.456
1335.45,490.857
2600.61,1038.12
