6.724,1.423e-4
6.482,1.330e-4
6.452,9.893e-5
6.604,5.479e-5
6.727,4.031e-5
6.943,2.814e-5
7.183,1.978e-5
7.314,1.672e-5
7.626,1.195e-5
7.956,9.087e-6
8.252,7.341e-6
8.713,5.536e-6
9.231,4.343e-6
9.891,3.460e-6
10.519,2.907e-6
11.285,2.516e-6
11.696,2.385e-6
12.229,2.270e-6
12.782,2.228e-6
13.489,2.232e-6
14.094,2.342e-6
14.602,2.679e-6
14.600,3.195e-6
14.438,3.717e-6
14.107,4.253e-6
13.699,4.964e-6
13.080,6.165e-6
12.429,7.596e-6
11.451,1.079e-5
10.798,1.383e-5
10.221,1.741e-5
9.697,2.195e-5
9.100,2.958e-5
8.170,5.088e-5
7.581,7.665e-5
7.213,1.006e-4
6.916,1.281e-4
