15.859,11.587
15.952,12.362
16.139,12.361
16.519,12.360
16.809,12.095
17.006,11.583
17.305,11.334
17.507,10.855
17.815,10.622
18.023,10.172
18.233,9.742
18.554,9.533
18.771,9.129
18.990,8.743
19.212,8.373
19.436,8.019
19.663,7.679
19.893,7.354
20.125,7.043
20.360,6.745
20.598,6.460
20.839,6.186
21.082,5.925
21.328,5.674
21.578,5.434
21.703,5.093
21.956,4.877
22.213,4.671
22.472,4.473
22.734,4.284
23.000,4.103
23.269,3.929
23.540,3.763
23.815,3.603
24.093,3.451
24.375,3.305
24.660,3.165
24.948,3.031
25.239,2.903
25.534,2.780
25.832,2.662
26.134,2.550
26.439,2.442
26.748,2.338
27.060,2.240
27.376,2.145
27.696,2.054
28.019,1.967
28.347,1.884
28.678,1.804
29.013,1.728
29.351,1.655
29.868,1.619
30.217,1.551
30.570,1.485
30.927,1.422
31.471,1.392
31.838,1.333
32.210,1.276
32.586,1.222
33.160,1.196
33.547,1.146
34.137,1.121
34.536,1.073
34.939,1.028
35.554,1.006
35.969,0.963
36.602,0.943
37.029,0.903
37.681,0.884
38.121,0.846
38.792,0.828
39.474,0.810
39.935,0.776
40.638,0.759
41.353,0.743
41.836,0.712
42.572,0.696
43.321,0.681
43.827,0.653
44.598,0.639
45.382,0.625
46.181,0.611
46.993,0.598
47.542,0.573
48.378,0.561
49.229,0.549
50.096,0.537
50.977,0.525
51.572,0.503
52.480,0.492
53.403,0.482
54.027,0.461
54.977,0.452
55.619,0.432
56.269,0.414
56.595,0.388
56.265,0.364
55.613,0.348
54.968,0.334
54.017,0.327
53.082,0.320
52.163,0.313
51.260,0.306
50.372,0.300
49.500,0.293
48.362,0.293
47.525,0.287
46.432,0.287
45.628,0.281
44.578,0.281
43.553,0.281
42.551,0.281
41.573,0.281
40.616,0.281
39.914,0.287
38.996,0.287
38.322,0.294
37.441,0.294
36.793,0.300
36.157,0.307
35.325,0.307
34.715,0.314
34.115,0.320
33.525,0.328
32.945,0.335
32.565,0.349
32.002,0.357
31.449,0.365
30.905,0.373
30.548,0.389
30.020,0.398
29.673,0.416
29.160,0.425
28.824,0.443
28.325,0.453
27.998,0.473
27.675,0.494
27.356,0.516
26.883,0.527
26.572,0.551
26.265,0.575
25.962,0.600
25.663,0.627
25.366,0.654
25.073,0.683
24.784,0.714
24.498,0.745
24.215,0.778
23.935,0.812
23.659,0.848
23.386,0.886
23.251,0.945
22.983,0.987
22.717,1.031
22.455,1.076
22.326,1.148
22.068,1.199
21.813,1.252
21.687,1.336
21.437,1.395
21.190,1.456
21.067,1.554
20.824,1.622
20.704,1.731
20.465,1.807
20.347,1.928
20.112,2.014
19.996,2.148
19.765,2.243
19.651,2.394
19.424,2.499
19.312,2.667
19.089,2.785
18.979,2.971
18.760,3.102
18.652,3.310
18.545,3.531
18.330,3.687
18.225,3.934
18.014,4.108
17.911,4.383
17.807,4.677
17.602,4.883
17.500,5.210
17.298,5.440
17.198,5.805
17.099,6.193
16.902,6.467
16.804,6.900
16.707,7.362
16.515,7.687
16.419,8.201
16.325,8.750
16.136,9.137
16.043,9.749
15.951,10.401
15.859,11.098
15.859,11.587
