5.3247,9.65e-4
5.4126,8.3939e-4
5.502,7.4298e-4
5.5928,6.4627e-4
5.6851,5.7205e-4
5.7789,4.9759e-4
5.8742,4.3282e-4
5.9714,3.9671e-4
6.0699,3.4507e-4
6.1702,3.0544e-4
6.2721,2.7511e-4
6.3758,2.478e-4
6.4811,2.232e-4
6.5882,2.0104e-4
6.6971,1.8108e-4
6.8077,1.631e-4
6.9203,1.4691e-4
7.0347,1.3465e-4
7.151,1.2128e-4
7.2692,1.1312e-4
7.3894,1.0189e-4
7.5117,9.5034e-5
7.636,8.7105e-5
7.7622,7.9838e-5
7.8907,7.4465e-5
8.0212,6.8252e-5
8.154,6.3658e-5
8.2889,5.9374e-5
8.4261,5.5378e-5
8.5655,5.1651e-5
8.7073,4.8175e-5
8.8514,4.4933e-5
8.9979,4.1909e-5
9.147,3.9776e-5
9.2985,3.7752e-5
9.4523,3.5211e-5
9.6089,3.3419e-5
9.7679,3.117e-5
9.9297,2.9584e-5
10.0942,2.8078e-5
10.2615,2.7118e-5
10.4313,2.5293e-5
10.6042,2.4429e-5
10.7799,2.3185e-5
10.9584,2.2005e-5
11.1399,2.0886e-5
11.3246,2.0172e-5
11.5122,1.9145e-5
11.7029,1.8491e-5
11.897,1.7858e-5
12.094,1.695e-5
12.2945,1.637e-5
12.4983,1.5811e-5
12.7054,1.527e-5
12.916,1.4748e-5
13.1301,1.4244e-5
13.3477,1.3757e-5
13.569,1.3286e-5
13.7939,1.2832e-5
14.0226,1.2394e-5
14.255,1.197e-5
14.4915,1.1764e-5
14.7317,1.1362e-5
14.9759,1.0973e-5
15.2243,1.0785e-5
15.4767,1.0416e-5
15.7334,1.0237e-5
15.9942,9.887e-6
16.2595,9.717e-6
16.5292,9.55e-6
16.8032,9.2235e-6
17.082,9.0649e-6
17.3653,8.909e-6
17.6534,8.7559e-6
17.9462,8.6053e-6
18.2437,8.3112e-6
18.5463,8.1683e-6
18.854,8.0278e-6
19.1667,7.8898e-6
19.4847,7.7542e-6
19.8079,7.6209e-6
20.1367,7.6216e-6
20.4708,7.4906e-6
20.8104,7.3618e-6
21.1558,7.3626e-6
21.5068,7.236e-6
21.8635,7.1116e-6
22.2265,7.1123e-6
22.5949,6.8692e-6
22.97,6.8699e-6
23.3513,6.8706e-6
23.7387,6.7524e-6
24.1328,6.7531e-6
24.5333,6.7538e-6
24.9404,6.6377e-6
25.3544,6.6384e-6
25.775,6.5243e-6
26.2026,6.4121e-6
26.6376,6.4127e-6
27.0798,6.4134e-6
27.529,6.3031e-6
27.9857,6.1948e-6
28.4503,6.1954e-6
28.9226,6.196e-6
29.4022,6.0895e-6
29.8901,5.9848e-6
30.3862,5.9854e-6
30.8907,5.986e-6
31.4032,5.8831e-6
31.9245,5.8837e-6
32.4545,5.8843e-6
32.9928,5.7832e-6
33.5406,5.7838e-6
34.0974,5.7843e-6
34.6634,5.7849e-6
35.2389,5.7855e-6
35.8234,5.6861e-6
36.4181,5.6866e-6
37.0227,5.6872e-6
37.6373,5.6878e-6
38.2622,5.6884e-6
38.8974,5.689e-6
39.5431,5.6895e-6
40.1996,5.6901e-6
40.8669,5.6907e-6
41.5453,5.6913e-6
42.2349,5.6919e-6
42.9362,5.6924e-6
43.649,5.693e-6
44.3736,5.6936e-6
45.1102,5.6942e-6
45.8591,5.6948e-6
46.6204,5.6954e-6
47.3944,5.6959e-6
48.1812,5.6965e-6
48.9809,5.6971e-6
49.7942,5.6977e-6
50.6215,5.7985e-6
