3.13674,3.39605e+08
3.18802,2.25934e+08
3.21397,1.50311e+08
3.26651,1e+08
3.31991,6.9296e+07
3.37419,4.61017e+07
3.42935,3.06708e+07
3.48541,2.04049e+07
3.54239,1.41398e+07
3.6296,9.407e+06
3.71897,6.25835e+06
3.81053,4.33679e+06
3.93614,2.88521e+06
4.06588,1.99933e+06
4.1999,1.38546e+06
4.33834,960066
4.51783,692960
4.74304,480193
4.93926,346596
5.18548,250167
5.44397,173356
5.66919,125125
5.95179,90313.4
6.24848,65186.7
6.55996,47050.7
6.88697,33960.5
7.23028,24512.1
7.5907,17692.4
8.03396,13301.3
8.5031,9600.66
8.99964,7518.07
9.68089,6132.12
10.4137,5209.72
11.202,4426.06
12.05,3760.29
13.0676,3327.54
14.0568,2944.6
15.244,2605.73
16.3979,2305.85
17.7828,2213.77
19.2846,2125.37
20.7444,2040.49
22.4964,1959
24.3963,1959
26.4567,1959
28.6911,2040.49
31.1141,2040.49
33.7419,2125.37
36.296,2213.77
39.3614,2305.85
